X,Y,Value
106,22,1877
107,22,1878
108,22,1946
105,23,1876
106,23,1890
107,23,1863
108,23,1858
109,23,1933
110,23,1984
111,23,1838
102,24,1863
103,24,1855
104,24,1895
105,24,1911
106,24,1868
107,24,1944
108,24,1881
109,24,1879
110,24,1920
111,24,1884
112,24,1926
101,25,1919
102,25,1916
103,25,1930
104,25,1867
105,25,1899
106,25,1881
107,25,1922
108,25,1898
109,25,1896
110,25,1905
111,25,1855
112,25,1934
113,25,1885
114,25,1874
115,25,1857
71,26,1874
72,26,1880
73,26,1879
98,26,1867
99,26,1848
100,26,1889
101,26,1864
102,26,1918
103,26,1929
104,26,1936
105,26,1871
106,26,1897
107,26,1839
108,26,1961
109,26,1909
110,26,1869
111,26,1829
112,26,1853
113,26,1826
114,26,1850
115,26,1844
116,26,1855
117,26,1901
69,27,1907
70,27,1848
71,27,1887
72,27,1929
73,27,1896
74,27,1825
75,27,1831
76,27,1858
77,27,1886
96,27,1869
97,27,1824
98,27,1866
99,27,1867
100,27,1891
101,27,1938
102,27,1871
103,27,1854
104,27,1890
105,27,1900
106,27,1875
107,27,1865
108,27,1812
109,27,1940
110,27,1933
111,27,1922
112,27,1889
113,27,1871
114,27,1852
115,27,1963
116,27,1880
117,27,1843
118,27,1890
68,28,1876
69,28,1845
70,28,1857
71,28,1906
72,28,1893
73,28,1872
74,28,1833
75,28,1819
76,28,1905
77,28,1908
78,28,1819
79,28,1878
94,28,1847
95,28,1842
96,28,1842
97,28,1859
98,28,1817
99,28,1865
100,28,1918
101,28,1890
102,28,1879
103,28,1933
104,28,1932
105,28,1892
106,28,1846
107,28,1869
108,28,1897
109,28,1927
110,28,1909
111,28,1894
112,28,1908
113,28,1897
114,28,1890
115,28,1942
116,28,1844
117,28,1851
118,28,1855
119,28,1869
50,29,1895
51,29,1876
52,29,1891
53,29,1839
54,29,1825
55,29,1879
56,29,1860
57,29,1845
58,29,1823
65,29,1896
66,29,1841
67,29,1916
68,29,1841
69,29,1832
70,29,1913
71,29,1893
72,29,1856
73,29,1940
74,29,1850
75,29,1905
76,29,1861
77,29,1897
78,29,1828
79,29,1896
80,29,1855
81,29,1890
91,29,1854
92,29,1839
93,29,1854
94,29,1827
95,29,1882
96,29,1935
97,29,1886
98,29,1834
99,29,1833
100,29,1909
101,29,1905
102,29,1869
103,29,1864
104,29,1875
105,29,1905
106,29,1904
107,29,1913
108,29,1908
109,29,1883
110,29,1933
111,29,1971
112,29,1883
113,29,1939
114,29,1934
115,29,1840
116,29,1883
117,29,1855
118,29,1857
119,29,1887
120,29,1870
49,30,1868
50,30,1825
51,30,1895
52,30,1869
53,30,1938
54,30,1865
55,30,1842
56,30,1857
57,30,1900
58,30,1933
59,30,1882
60,30,1871
61,30,1853
62,30,1891
63,30,1944
64,30,1865
65,30,1880
66,30,1875
67,30,1865
68,30,1917
69,30,1865
70,30,1889
71,30,1862
72,30,1849
73,30,1867
74,30,1855
75,30,1873
76,30,1881
77,30,1924
78,30,1846
79,30,1826
80,30,1879
81,30,1909
82,30,1873
88,30,1877
89,30,1854
90,30,1851
91,30,1875
92,30,1845
93,30,1868
94,30,1865
95,30,1893
96,30,1861
97,30,1870
98,30,1893
99,30,1912
100,30,1969
101,30,1883
102,30,1910
103,30,1909
104,30,1955
105,30,1868
106,30,1920
107,30,1911
108,30,1910
109,30,1874
110,30,1971
111,30,1889
112,30,1865
113,30,1859
114,30,1865
115,30,1880
116,30,1971
117,30,1877
118,30,1942
119,30,1927
120,30,1881
121,30,1862
48,31,1828
49,31,1875
50,31,1862
51,31,1866
52,31,1873
53,31,1861
54,31,1889
55,31,1938
56,31,1847
57,31,1844
58,31,1876
59,31,1839
60,31,1827
61,31,1820
62,31,1799
63,31,1805
64,31,1877
65,31,1840
66,31,1840
67,31,1859
68,31,1876
69,31,1852
70,31,1833
71,31,1879
72,31,1858
73,31,1898
74,31,1971
75,31,1838
76,31,1870
77,31,1949
78,31,1855
79,31,1882
80,31,1851
81,31,1898
82,31,1873
83,31,1872
84,31,1879
85,31,1887
86,31,1875
87,31,1861
88,31,1906
89,31,1824
90,31,1854
91,31,1918
92,31,1821
93,31,1912
94,31,1895
95,31,1832
96,31,1953
97,31,1928
98,31,1900
99,31,1914
100,31,1875
101,31,1900
102,31,1886
103,31,1949
104,31,1912
105,31,1903
106,31,1894
107,31,1841
108,31,1857
109,31,1916
110,31,1899
111,31,1866
112,31,1923
113,31,1956
114,31,1868
115,31,1900
116,31,1916
117,31,2004
118,31,1973
119,31,1900
120,31,1904
121,31,1892
122,31,1904
123,31,1877
47,32,1933
48,32,1863
49,32,1882
50,32,1871
51,32,1849
52,32,1861
53,32,1877
54,32,1842
55,32,1903
56,32,1912
